source_row,term,source_annotation,part_of_speech,source_comment,engine_tier,default_weight,standalone_flag,interpretation,source
634,providing,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
651,realizes,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
652,realm,style,noun,,high_cluster_marker,1.0,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
653,realms,style,noun,,high_cluster_marker,1.0,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
654,recognizing,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
656,refine,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
657,refines,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
658,refining,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
659,reframing,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
662,reliance,content/style,noun,can have technical and non-technical meanings,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
663,remains,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
664,remarkable,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
666,remotely,content/style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
667,renowned,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
670,research,style,noun,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
676,resulting,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
677,resuming,content/style,verb,can relate to covid pandemic,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
678,rethink,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
680,revealed,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
681,revealing,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
682,reveals,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
684,revolutionize,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
685,revolutionizing,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
686,revolves,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
690,role,style,noun,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
703,scrutinize,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
704,scrutinized,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
705,scrutinizing,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
707,seamless,style,adjective,,high_cluster_marker,1.0,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
708,seamlessly,style,adverb,,high_cluster_marker,1.0,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
709,seeks,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
712,serves,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
713,serving,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
717,shaping,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
719,shedding,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
723,showcased,style,verb,,high_cluster_marker,1.0,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
724,showcases,style,verb,,high_cluster_marker,1.0,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
725,showcasing,style,verb,,high_cluster_marker,1.0,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
728,significant,content/style,adjective,"can mean ""statistically significant"" but not necessarily",context_sensitive_cluster_marker,0.4,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
729,signifying,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
735,solidify,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
738,spanned,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
739,spanning,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
741,specifically,style,adverb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
745,spurred,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
748,standardizing,style/content,verb,can have technical and non-technical meanings,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
749,stands,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
751,statement,style,noun,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
753,stemming,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
755,strategically,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
756,strategies,style,noun,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
757,streamline,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
758,streamlined,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
759,streamlines,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
760,streamlining,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
764,struggle,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
767,subsequently,style,adverb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
768,substantial,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
769,substantiated,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
770,substantiates,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
773,surged,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
774,surmount,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
775,surpass,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
776,surpassed,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
777,surpasses,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
778,surpassing,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
781,swift,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
782,swiftly,style,adverb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
787,synthesizes,style/content,verb,can have technical and non-technical meanings,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
793,techniques,style,noun,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
797,their,style,pronoun,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
800,thereby,style,adverb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
801,these,style,pronoun,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
802,this,style,pronoun,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
803,thorough,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
804,through,style,preposition,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
813,transformative,style,adjective,,high_cluster_marker,1.0,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
827,typically,style,adverb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
829,ultimately,style,adverb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
830,uncharted,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
831,uncovering,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
832,underexplored,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
833,underscore,style,verb,,high_cluster_marker,1.0,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
834,underscored,style,verb,,high_cluster_marker,1.0,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
835,underscores,style,verb,,high_cluster_marker,1.0,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
836,underscoring,style,verb,,high_cluster_marker,1.0,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
837,understanding,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
838,unexplored,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
839,unlocking,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
840,unparalleled,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
841,unraveling,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
843,unveil,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
844,unveiled,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
845,unveiling,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
846,unveils,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
848,uphold,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
849,upholding,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
850,urging,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
851,using,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
852,utilized,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
853,utilizes,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
854,utilizing,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
862,valuable,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
865,various,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
866,varying,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
870,verifies,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
871,versatility,style,noun,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
877,wandering,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
880,warranting,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
883,were,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
886,while,style,preposition,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
888,within,style,adverb,,context_sensitive_cluster_marker,0.4,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
894,yielding,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
